"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","MODE_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"4304","Rue Jacques Callot","NANTES","Callot","PUBLIQUE","NANTES Place des Dervallières","","TRI'SAC","colonnes","unique","","","","","Dervallières - Zola",""
"0074","Rue Albert Calmette","NANTES","Calmette","PUBLIQUE","NANTES Boulevard Lelasseur","NANTES Rue de la Gaudinière","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"1352","Rue du Calvaire","NANTES","Calvaire","PUBLIQUE","NANTES Place du Bon Pasteur","NANTES Place Delorme","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1369","Impasse Calvin","NANTES","Calvin","PRIVEE","NANTES Rue de l'Ouche Buron","Impasse","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"1364","Rue de la Calvinière","NANTES","Calvinière","PUBLIQUE","NANTES Boulevard des Batignolles","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"1367","Avenue de la Calypso","NANTES","Calypso","PRIVEE","NANTES Rue Marcel Hatet","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1371","Passage Cambrai","NANTES","Cambrai","PRIVEE","NANTES Passage Robin","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1372","Cours Cambronne","NANTES","Cambronne","Inconnu","NANTES Rue Piron","NANTES Rue des Cadeniers","TRI'SAC","bacs","unique","","mardi et vendredi","","","Centre Ville",""
"1374","Rue des Camélias","NANTES","Camélias","PUBLIQUE","NANTES Rue des Albizzias","NANTES Rue des Catalpas","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1387","Avenue des Campanules","NANTES","Campanules","PRIVEE","NANTES Route de Sainte Luce","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1388","Avenue Camus","NANTES","Camus","PUBLIQUE","NANTES Rue Mondésir","NANTES Rue des Dervallières","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"0069","Place Albert Camus","NANTES","Camus","Inconnu","NANTES Boulevard de la Prairie au Duc","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"1390","Rue des Canaris","NANTES","Canaris","PUBLIQUE","NANTES Rue de la Pature","NANTES Boulevard Auguste Péneau","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"1392","Place Canclaux","NANTES","Canclaux","PUBLIQUE","NANTES Rue de Gigant","NANTES Boulevard Paul Langevin","TRI'SAC","bacs","pluriel","des numéros 1 à 2B et 8 à 14 (pairs et impairs","mardi et vendredi","","","Dervallières - Zola",""
"1392","Place Canclaux","NANTES","Canclaux","PUBLIQUE","NANTES Rue de Gigant","NANTES Boulevard Paul Langevin","bacs bleus et bacs jaunes","bacs","pluriel","des numéros 4 à 7","mardi","mercredi","","Dervallières - Zola",""
"1393","Rue de la Candiserie","NANTES","Candiserie","PUBLIQUE","NANTES Boulevard de la Prairie au Duc","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"1395","Avenue des Canotières","NANTES","Canotières","PRIVEE","NANTES Quai de la Jonelière","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"1396","Rue des Cap-Horniers","NANTES","Cap-Horniers","PUBLIQUE","NANTES Quai de la Fosse","NANTES Rue de l'Héronnière","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1417","Impasse Carassin","NANTES","Carassin","Inconnu","NANTES Impasse de l'Oranda","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"1424","Rue de Carcouet","NANTES","Carcouet","PUBLIQUE","NANTES Rue Charles Monselet","NANTES Boulevard Luc Olivier Merson","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1450","Boulevard de Cardiff","NANTES","Cardiff","PUBLIQUE","NANTES Rue Marcel Sembat","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1433","Avenue des Cardinaux","NANTES","Cardinaux","PRIVEE","NANTES Avenue du Ponant","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"1432","Rue Cardine","NANTES","Cardine","PUBLIQUE","NANTES Quai de la Fosse","NANTES Rue Bâtonnier Guinaudeau","TRI'SAC","bacs","unique","","mardi et vendredi","","","Centre Ville",""
"1436","Rue des Carmélites","NANTES","Carmélites","PUBLIQUE","NANTES Rue de Strasbourg","NANTES Rue Saint Pierre","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1440","Rue des Carmes","NANTES","Carmes","PUBLIQUE","NANTES Place du Change","NANTES Rue des Trois Croissants","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4422","Impasse Jean Carmet","NANTES","Carmet","PRIVEE","NANTES Rue des Pavillons","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"1444","Chemin Carnaud","NANTES","Carnaud","PRIVEE","NANTES Rue Général de Torquat","NANTES Rue Timothée","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"1445","Rue des Carnavaliers","NANTES","Carnavaliers","PUBLIQUE","NANTES Route de Sainte Luce","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1448","Avenue Carnot","NANTES","Carnot","PUBLIQUE","NANTES Quai de Malakoff","NANTES Rue de Jemmapes","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5425","Rue Martine Carol","NANTES","Carol","PRIVEE","NANTES Rue du Landreau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"1452","Route de Carquefou","NANTES","Carquefou","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Morbihan","TRI'SAC","bacs","pluriel","des numéros 17 à 33 et des numéros 42 à 58","mardi","","","Nantes Erdre",""
"1452","Route de Carquefou","NANTES","Carquefou","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Morbihan","bacs bleus et bacs jaunes","bacs","pluriel","numéros impairs jusqu'au 15 et à partir du 37, numéros pairs du 4 au 40 et du 60 au 124 (après = Carquefou)","mardi","mercredi","","Nantes Erdre",""
"1452","Route de Carquefou","NANTES","Carquefou","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Morbihan","TRI'SAC","bacs","pluriel","le numéro 2","mardi et vendredi","","","Nantes Erdre",""
"1470","Ruelle Carrois","NANTES","Carrois","PRIVEE","NANTES Rue du Coudray","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"1472","Passage du Carrousel","NANTES","Carrousel","Inconnu","NANTES Rue Emile Péhant","NANTES Rue Crucy","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1476","Rue de la Carterie","NANTES","Carterie","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Rue de Châteaulin","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1480","Ruelle de la Carterie","NANTES","Carterie","PRIVEE","NANTES Rue de la Carterie","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4303","Rue Jacques Cartier","NANTES","Cartier","PUBLIQUE","NANTES Route de la Chapelle Sur Erdre","","TRI'SAC","colonnes","unique","","","","","Nantes Nord",""
"1482","Avenue des Cascades","NANTES","Cascades","PRIVEE","NANTES Rue de la Noë Garreau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"1488","Allée Cassard","NANTES","Cassard","PUBLIQUE","NANTES Allée Brancas","NANTES Rue d'Orléans","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4924","Rue Léopold Cassegrain","NANTES","Cassegrain","PUBLIQUE","NANTES Place de Bretagne","NANTES Place Saint Similien","TRI'SAC","bacs","unique","","mardi et vendredi","","","Centre Ville",""
"7226","Boulevard René Cassin","NANTES","Cassin","PUBLIQUE","NANTES Boulevard Albert Einstein","ORVAULT Route de Rennes","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
